left_wrist_force,right_wrist_force
0.0,0.0
0.0,0.0
1091.515574785811,0.0
390.5124837953327,426.9923713687407
0.0,0.0
0.0,0.0
257.6941016011038,0.0
0.0,0.0
315.94179032858733,0.0
292.67200038774484,390.5124837953327
287.1705394265849,353.5533905932738
314.29473291533543,400.195264839553
310.53746634752497,291.547594742265
310.53746634752497,295.6869086084767
318.5189062344791,261.00766272276377
366.39793801219986,294.8119103767689
366.39793801219986,300.46260628866577
377.8594682918212,310.0179206289713
353.5533905932738,263.523138347365
343.3122802920221,263.523138347365
342.683003116583,340.22703871065636
343.8727334205541,404.6475866992014
343.3122802920221,450.69390943299857
300.46260628866577,479.4323434029312
326.8353249572163,623.723185591892
334.488738299786,623.723185591892
353.5533905932738,838.1527307120107
343.3122802920221,634.6477588219925
343.3122802920221,634.6477588219925
364.7692978102735,3508.91721190455
377.8594682918212,430.11626335213145
377.8594682918212,430.11626335213145
353.5533905932738,462.3143604748122
353.5533905932738,1891.5932438026932
353.5533905932738,1891.5932438026932
322.1176270013798,1030.776406404415
285.31780526283313,591.1766199016729
285.31780526283313,591.1766199016729
291.547594742265,527.3151092940498
279.5084971874737,1891.5932438026932
279.5084971874737,1891.5932438026932
285.31780526283313,1193.1517552730288
285.31780526283313,743.3034373659254
285.31780526283313,743.3034373659254
282.22070455070707,1356.5683830083096
291.547594742265,4257.346591481599
295.6869086084767,1438.5563751360053
295.6869086084767,4007.8048854703434
291.547594742265,4007.8048854703434
291.547594742265,4007.8048854703434
302.9174850847721,790.5694150420951
295.6869086084767,2388.12164681785
0.0,0.0
0.0,0.0
291.547594742265,790.5694150420951
302.9174850847721,824.5283129010852
302.9174850847721,824.5283129010852
300.46260628866577,5006.2460986251945
297.7714225193616,790.5694150420951
297.7714225193616,982.344135219425
292.9864320795693,743.3034373659254
288.87497894868613,485.9126579037752
292.9864320795693,485.9126579037752
292.9864320795693,1030.776406404415
297.7714225193616,1767.7669529663685
297.7714225193616,1767.7669529663685
300.46260628866577,1397.5424859373686
288.87497894868613,790.5694150420951
0.0,0.0
0.0,0.0
297.7714225193616,712.0003121097944
297.7714225193616,368.5792919365444
297.7714225193616,368.5792919365444
303.3826224835562,1767.7669529663685
294.8119103767689,327.4881993447385
294.8119103767689,339.1420957520773
290.0453371075885,1520.690632574555
294.8119103767689,990.4053603337263
294.8119103767689,1176.8602295939825
307.2259023943795,0.0
334.488738299786,0.0
320.1562118716424,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
320.1562118716424,3508.9172119045447
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
279.5084971874737,353.5533905932738
279.5084971874737,416.66666666666674
279.5084971874737,673.1456008918132
266.0159070618096,1767.7669529663685
266.0159070618096,2015.564437074638
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
255.67537612993488,353.5533905932737
255.67537612993488,263.523138347365
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
261.5667405526047,263.523138347365
261.5667405526047,559.0169943749473
260.0039246171614,279.5084971874737
261.5667405526047,353.5533905932737
261.5667405526047,353.5533905932737
261.5667405526047,400.19526483955303
261.5667405526047,294.8119103767689
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
259.1307784316223,279.5084971874737
259.1307784316223,300.46260628866577
259.1307784316223,325.42706982944395
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
251.03093220880137,731.5437444199764
250.7385540462557,257.6941016011038
252.9412776531905,503.89110926865936
252.9412776531905,430.11626335213145
256.5704627716603,1030.7764064044154
252.5381361380527,559.0169943749473
252.5381361380527,559.0169943749473
254.9509756796392,503.8911092686594
256.5704627716603,583.9943344896843
255.67537612993488,644.2352540027593
254.9509756796392,950.1461875826151
255.67537612993488,950.1461875826151
254.9509756796392,1079.3516572461447
256.5704627716603,910.013736160065
254.9509756796392,982.3441352194252
254.9509756796392,982.3441352194252
258.73624493766704,1213.5304899342254
263.523138347365,2636.8778887161225
0.0,0.0
0.0,0.0
255.67537612993488,1336.0973954019971
255.67537612993488,1336.0973954019971
252.21243250702594,1213.5304899342254
252.5381361380527,1079.3516572461447
252.5381361380527,1079.3516572461447
252.9412776531905,1079.3516572461447
252.5381361380527,1079.3516572461447
252.5381361380527,1079.3516572461447
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
250.63694370746785,1336.0973954019971
252.5381361380527,1128.0514172678472
250.63694370746785,1030.7764064044154
0.0,0.0
0.0,0.0
250.63694370746785,870.0255424092126
250.55493963954848,830.2024518821362
250.55493963954848,830.2024518821362
250.63694370746785,870.0255424092126
250.55493963954848,830.2024518821362
250.55493963954848,830.2024518821362
250.0,934.0770846134702
250.55493963954848,790.5694150420948
250.55493963954848,790.5694150420948
250.0,934.0770846134702
250.0,751.1565157216643
250.0,751.1565157216643
250.0,790.5694150420948
250.55493963954848,751.1565157216643
250.55493963954848,751.1565157216643
250.63694370746785,886.0022573334677
250.55493963954848,712.0003121097942
250.55493963954848,712.0003121097942
250.55493963954848,751.1565157216643
250.55493963954848,751.1565157216643
250.55493963954848,751.1565157216643
250.55493963954848,656.599153958937
250.7385540462557,689.7574255652845
250.7385540462557,689.7574255652845
250.7385540462557,689.7574255652845
250.7385540462557,689.7574255652845
250.7385540462557,689.7574255652845
252.9412776531905,689.7574255652845
255.67537612993488,689.7574255652845
0.0,0.0
0.0,0.0
252.9412776531905,656.599153958937
252.9412776531905,656.599153958937
252.5381361380527,723.1591689755926
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
256.5704627716603,689.7574255652845
252.9412776531905,656.599153958937
254.9509756796392,723.1591689755926
254.9509756796392,723.1591689755926
252.5381361380527,689.7574255652845
252.5381361380527,634.6477588219923
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
250.55493963954848,615.5536126122566
294.8119103767689,731.5437444199764
263.523138347365,587.1341946267479
265.4655133449733,587.1341946267479
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
258.73624493766704,751.1565157216643
269.2582403567252,689.7574255652845
0.0,0.0
0.0,0.0
330.8238873546535,790.5694150420948
0.0,0.0
0.0,0.0
291.547594742265,587.1341946267479
291.547594742265,656.599153958937
287.93777672494815,559.0169943749473
297.202088876665,615.5536126122566
297.202088876665,615.5536126122566
325.4270698294439,559.0169943749473
353.5533905932738,559.0169943749473
353.5533905932738,559.0169943749473
387.0315083165092,559.0169943749473
400.195264839553,559.0169943749473
400.195264839553,559.0169943749473
460.19219843901317,509.93221529682825
441.2838145215364,587.1341946267479
441.2838145215364,587.1341946267479
400.195264839553,559.0169943749473
400.195264839553,591.1766199016733
400.195264839553,623.7231855918922
353.5533905932738,559.0169943749473
353.5533905932738,503.8911092686594
339.1420957520773,503.8911092686594
327.4881993447385,559.0169943749473
341.16023525969285,623.7231855918922
341.16023525969285,623.7231855918922
332.1920566479578,531.25
322.1176270013798,559.0169943749473
322.1176270013798,559.0169943749473
297.7714225193616,591.1766199016733
279.5084971874737,634.6477588219923
279.5084971874737,634.6477588219923
276.29844453023435,596.5758776365147
297.7714225193616,649.9999999999999
297.7714225193616,649.9999999999999
306.0095889218354,850.0919067959651
288.87497894868613,1030.7764064044154
288.87497894868613,1030.7764064044154
292.9864320795693,1520.6906325745556
282.8732950245786,1520.6906325745556
290.0453371075885,1644.1183047457391
282.8732950245786,1397.5424859373695
282.511980968209,2761.340254296813
282.511980968209,2761.340254296813
0.0,0.0
0.0,0.0
274.6146812180585,3010.398644698071
274.6146812180585,3010.398644698071
0.0,0.0
1111.8053386771944,251.03093220880137
0.0,0.0
0.0,3010.398644698071
261.00766272276377,3259.6012026013277
261.00766272276377,3259.6012026013277
0.0,2263.8462845343556
0.0,353.5533905932738
0.0,522.0818369225697
353.5533905932737,294.8119103767689
336.3406011768427,332.1920566479578
496.15871390892164,317.9373895493724
886.0022573334677,260.58889921572575
0.0,260.58889921572575
337.8651988026933,275.34271275531444
367.40333027966926,254.35657181405793
367.40333027966926,257.6941016011038
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
369.9731953659024,283.93890500448845
462.3143604748122,0.0
596.5758776365147,337.8651988026934
596.5758776365147,0.0
0.0,259.1307784316223
1091.5155747858114,271.9918966379967
1091.5155747858114,271.9918966379967
1356.5683830083087,254.9509756796392
5505.678886386307,450.69390943299857
5505.678886386307,450.69390943299857
3508.91721190455,421.44370432878384
1225.7650672131265,353.5533905932738
1225.7650672131265,353.5533905932738
934.0770846134702,266.0159070618096
1685.3123680130575,259.1307784316223
1071.2466776818706,261.5667405526047
1829.6601460380566,366.39793801219986
2429.5632895188746,253.4484387624258
2512.4689052802255,263.523138347365
1225.7650672131265,353.5533905932738
2098.2797186690295,0.0
2015.5644370746359,0.0
1079.3516572461447,0.0
0.0,0.0
0.0,306.0095889218355
0.0,0.0
508.0709543701117,731.5437444199765
0.0,0.0
1685.3123680130575,0.0
0.0,0.0
0.0,0.0
982.3441352194252,559.0169943749474
0.0,0.0
0.0,0.0
1336.0973954019971,623.723185591892
1336.0973954019971,0.0
950.1461875826151,0.0
1213.5304899342254,1193.1517552730288
1336.0973954019971,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1520.6906325745556,858.6296628693794
0.0,0.0
1685.3123680130575,1152.4430571616115
1397.5424859373695,673.1456008918132
1336.0973954019971,591.1766199016729
1152.4430571616108,0.0
934.0770846134702,373.71177908538084
934.0770846134702,353.5533905932738
1336.0973954019971,673.1456008918132
790.5694150420948,1520.690632574555
934.0770846134702,1356.5683830083096
660.2702402224841,1176.8602295939825
830.2024518821362,830.2024518821365
870.0255424092126,810.3604307823639
1030.7764064044154,312.5
656.599153958937,656.5991539589368
656.599153958937,656.5991539589368
534.3162239353151,950.1461875826146
559.0169943749473,1274.7548783981958
604.1522986797286,1071.2466776818703
760.9872288678698,824.5283129010852
850.0919067959651,644.2352540027596
850.0919067959651,644.2352540027596
738.0739030881346,656.5991539589368
950.1461875826151,790.5694150420951
862.0469824783333,756.7721464434675
970.260918516252,644.2352540027596
1233.924407913404,673.1456008918132
1233.924407913404,634.6477588219925
1274.7548783981965,712.0003121097944
1309.7943443494469,673.1456008918132
1274.7548783981965,673.1456008918132
1356.5683830083087,591.1766199016729
927.1967846962264,673.1456008918132
1274.7548783981965,838.1527307120107
1422.1462653327897,609.2142277628142
2139.6553460779623,751.1565157216645
2139.6553460779623,751.1565157216645
1084.75689943148,838.1527307120103
990.4053603337259,790.5694150420951
990.4053603337259,790.5694150420951
843.4570250382768,1520.6906325745556
696.4194138592061,2263.846284534353
766.8930825088984,1030.7764064044154
958.1883948368395,3508.91721190455
958.1883948368395,3758.324094593226
503.8911092686594,3508.91721190455
524.8978486136994,2139.6553460779623
524.8978486136994,2139.6553460779623
559.0169943749473,1438.556375136006
596.5758776365147,3010.3986446980753
596.5758776365147,3010.3986446980753
620.7500128976209,1767.7669529663685
673.1456008918129,4506.939094329989
0.0,0.0
0.0,0.0
400.19526483955303,1438.5563751360053
0.0,1438.5563751360053
0.0,2885.849095153797
990.4053603337259,2139.6553460779605
0.0,2139.6553460779605
390.51248379533274,559.0169943749474
294.8119103767689,2015.564437074638
0.0,0.0
0.0,886.0022573334674
0.0,4756.574397610117
1372.9530217745985,4506.939094329989
1705.9180079945215,2139.6553460779605
2263.846284534353,1438.5563751360053
1850.3002759312096,1520.690632574555
790.5694150420948,4007.8048854703434
0.0,4257.346591481599
0.0,4257.346591481599
2015.5644370746359,850.0919067959655
2015.5644370746359,850.0919067959655
1582.3736126465212,850.0919067959655
961.6365727025903,2139.6553460779605
961.6365727025903,2139.6553460779605
1111.8053386771944,910.0137361600647
1438.556375136006,838.1527307120107
1891.5932438026948,838.1527307120107
0.0,0.0
536.7727638395972,485.9126579037751
514.78150704935,0.0
491.4204745838707,0.0
480.81828635129494,316.7153958608716
480.81828635129494,0.0
457.6510072581994,0.0
485.9126579037751,604.1522986797286
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
471.6990566028301,559.0169943749474
471.6990566028301,0.0
0.0,0.0
0.0,353.5533905932738
950.1461875826151,673.1456008918129
0.0,0.0
0.0,0.0
0.0,0.0
559.0169943749473,353.5533905932737
0.0,0.0
0.0,0.0
252.79685520195855,353.5533905932738
252.79685520195855,450.69390943299857
259.465856837075,353.5533905932737
310.5374663475249,1030.7764064044154
0.0,0.0
263.523138347365,790.5694150420948
0.0,0.0
626.9968101992226,0.0
0.0,0.0
0.0,0.0
712.0003121097942,407.2055089639778
0.0,0.0
251.24689052802225,485.9126579037752
0.0,0.0
0.0,0.0
0.0,0.0
450.6939094329986,559.0169943749474
0.0,0.0
353.5533905932737,250.0
353.5533905932737,250.0
250.0,250.0
353.5533905932737,250.0
353.5533905932737,250.0
353.5533905932738,263.523138347365
353.5533905932737,263.523138347365
0.0,0.0
531.25,316.7153958608716
0.0,0.0
353.5533905932738,250.0
250.0,263.523138347365
250.0,263.523138347365
250.0,263.523138347365
279.5084971874737,250.0
263.523138347365,250.0
250.0,263.523138347365
257.6941016011038,263.523138347365
257.6941016011038,263.523138347365
0.0,0.0
0.0,0.0
0.0,0.0
527.3151092940498,559.0169943749474
1274.7548783981958,1152.4430571616115
1274.7548783981958,1030.776406404415
559.0169943749474,596.5758776365146
400.195264839553,353.5533905932738
400.195264839553,353.5533905932738
790.5694150420951,353.5533905932738
0.0,0.0
0.0,1644.1183047457391
312.5,1582.3736126465212
251.94555463432968,1644.1183047457391
0.0,0.0
0.0,0.0
430.1162633521314,381.71987002460014
0.0,0.0
0.0,0.0
250.0,279.5084971874737
0.0,0.0
260.0039246171614,1152.4430571616108
596.5758776365147,279.5084971874737
559.0169943749473,250.0
1644.118304745738,559.0169943749473
320.1562118716424,450.6939094329986
0.0,0.0
0.0,0.0
253.0971587062019,450.6939094329986
253.0971587062019,407.2055089639778
250.34602092684798,379.64806474052324
256.37532210632907,503.8911092686594
256.37532210632907,450.6939094329986
258.90215418915886,559.0169943749473
264.87025125521365,1397.5424859373695
264.87025125521365,1397.5424859373695
258.3666157392329,870.0255424092126
265.70660511172844,615.5536126122566
264.5541633114924,615.5536126122566
269.2582403567252,450.6939094329986
286.53097563788805,514.78150704935
281.7800560721074,514.78150704935
291.547594742265,1030.7764064044154
283.3333333333333,435.9484148476321
283.3333333333333,407.20550896397776
291.547594742265,2512.4689052802255
283.93890500448845,559.0169943749474
283.93890500448845,559.0169943749474
283.3333333333333,615.5536126122565
309.1243297439874,790.5694150420951
309.1243297439874,673.1456008918132
376.2998305872593,465.6573146573321
425.0459533979826,390.5124837953327
425.0459533979826,390.5124837953327
450.69390943299857,435.94841484763225
439.20523057894155,435.94841484763225
462.3143604748122,435.94841484763225
634.6477588219925,559.0169943749473
634.6477588219925,0.0
0.0,353.5533905932738
1450.2814645890676,5505.678886386322
0.0,0.0
910.013736160065,731.5437444199765
1644.118304745738,514.78150704935
1644.118304745738,514.78150704935
394.79640009866375,731.5437444199765
300.46260628866577,471.6990566028301
0.0,0.0
251.33413339850432,283.93890500448845
731.5437444199765,254.5808133629563
0.0,0.0
250.13003902049712,450.69390943299857
251.24689052802225,509.9322152968283
251.24689052802225,559.0169943749474
250.63694370746785,396.45246400169816
250.5197510807914,279.5084971874737
250.5197510807914,279.5084971874737
252.36691669490426,712.0003121097944
253.95469023799808,559.0169943749474
253.95469023799808,583.9943344896848
254.25055958788855,1193.1517552730288
254.25055958788855,927.1967846962267
254.25055958788855,927.1967846962267
251.53847605937267,696.4194138592059
252.7285937769663,257.6941016011038
0.0,0.0
1100.2087000535262,251.53847605937267
1953.5624510109744,253.4484387624258
2678.3597799980307,253.4484387624258
0.0,0.0
255.67537612993488,1213.530489934225
256.09845714702465,1152.4430571616115
259.6150997149434,1520.690632574555
258.90215418915886,2761.3402542968165
258.90215418915886,2844.341360979333
267.00011704117287,1030.776406404415
298.1715110469141,892.8571428571424
298.1715110469141,892.8571428571424
485.9126579037752,634.6477588219925
1685.3123680130566,858.6296628693792
1685.3123680130566,858.6296628693792
1520.6906325745556,485.9126579037752
3508.91721190455,559.0169943749474
1030.776406404415,509.9322152968283
0.0,534.3162239353152
407.2055089639778,503.89110926865936
390.51248379533274,559.0169943749474
0.0,0.0
587.134194626748,481.71586335762345
411.55643382755176,507.08646028137247
0.0,0.0
433.5135843059336,712.0003121097944
460.19219843901334,712.0003121097944
377.85946829182114,1152.4430571616115
712.0003121097942,609.2142277628142
760.9872288678698,583.9943344896848
1850.3002759312096,404.6475866992014
1685.3123680130575,485.9126579037752
1685.3123680130575,485.9126579037752
751.1565157216643,503.89110926865936
373.71177908538084,656.5991539589368
394.79640009866375,656.5991539589368
0.0,536.7727638395971
421.44370432878384,790.5694150420951
421.44370432878384,790.5694150420951
0.0,1030.776406404415
471.6990566028301,477.0105475773045
0.0,373.71177908538084
379.64806474052324,623.723185591892
312.5,462.3143604748122
312.5,462.3143604748122
400.19526483955303,462.3143604748122
353.5533905932737,534.3162239353152
0.0,0.0
0.0,0.0
559.0169943749473,471.69905660283024
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1397.5424859373695,439.20523057894155
838.1527307120103,416.66666666666674
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
250.0,559.0169943749474
250.0,353.5533905932737
0.0,0.0
273.57938338322515,265.1140643723522
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
282.8732950245786,272.8788936964528
282.8732950245786,272.8788936964528
0.0,0.0
369.97319536590237,2015.5644370746359
1274.7548783981965,275.8824226207808
1274.7548783981965,275.8824226207808
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
256.5704627716603,296.3273820546659
255.67537612993488,250.0
465.6573146573321,284.77191104867427
435.9484148476321,284.77191104867427
3508.9172119045447,283.93890500448845
559.0169943749473,723.1591689755925
577.7260259942519,723.1591689755925
384.14768572053697,503.89110926865936
512.4826866881697,334.488738299786
501.0377043331519,334.488738299786
344.37506127111584,329.2694449033175
491.4204745838707,373.71177908538084
474.96496289340274,0.0
790.5694150420948,1193.1517552730295
591.1766199016733,379.64806474052324
591.1766199016733,407.2055089639778
341.16023525969285,407.2055089639778
312.5,353.5533905932737
312.5,353.5533905932737
309.12432974398735,435.94841484763225
673.1456008918129,379.64806474052324
615.5536126122566,379.64806474052324
790.5694150420948,407.2055089639778
3010.3986446980753,465.65731465733205
0.0,0.0
0.0,0.0
2512.4689052802228,790.5694150420948
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
527.3151092940501,252.5381361380527
450.69390943299857,250.0
439.20523057894155,250.48780534189683
990.4053603337263,266.0159070618096
1152.4430571616115,790.5694150420951
0.0,336.3406011768427
435.94841484763225,4257.346591481606
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
422.7517099485972,0.0
426.9923713687407,269.2582403567252
364.7692978102735,634.6477588219925
376.2998305872593,0.0
463.77568998924465,0.0
462.3143604748122,934.0770846134706
485.9126579037751,0.0
353.5533905932737,0.0
585.4714481586582,1685.3123680130575
0.0,0.0
0.0,0.0
